Source,Target,Weight,Type
R3BL,R7BR,8,chemical
R3BL,R9AR,3,chemical
R3BL,R9BR,10,chemical
R3BL,HOB,10,chemical
R3BL,PCBR,2,chemical
R3BL,PVV,25,chemical
R3BL,DX2,28,chemical
R3BL,EF1,60,chemical
R3BL,EF2,23,chemical
R3BL,EF3,65,chemical
R3BL,CP07,9,chemical
R3BL,dglL6,7,chemical
R3BR,PQR,6,chemical
R3BR,PHAL,12,chemical
R3BR,PHBL,10,chemical
R3BR,PHBR,4,chemical
R3BR,AVFR,4,chemical
R3BR,AVG,3,chemical
R3BR,AVHR,7,chemical
R3BR,PVNL,38,chemical
R3BR,AVAL,14,chemical
R3BR,LUAL,15,chemical
R3BR,LUAR,10,chemical
R3BR,DA09,2,chemical
R3BR,DB07,12,chemical
R3BR,R1AR,2,chemical
R3BR,R3AR,12,chemical
R3BR,R3BL,2,chemical
R3BR,R3BR,1,chemical
R3BR,R5AR,1,chemical
R3BR,R5BR,7,chemical
R3BR,R8BL,6,chemical
R3BR,R8BR,1,chemical
R3BR,R9AL,16,chemical
R3BR,R9AR,2,chemical
R3BR,PCAL,2,chemical
R3BR,PCBL,3,chemical
R3BR,PVV,9,chemical
R3BR,PVX,39,chemical
R3BR,PVY,14,chemical
R3BR,PVZ,2,chemical
R3BR,DX3,13,chemical
R3BR,EF2,22,chemical
R3BR,EF3,98,chemical
R3BR,PGA,4,chemical
R3BR,CP04,1,chemical
R3BR,CP07,13,chemical
R3BR,CP08,2,chemical
R3BR,CP09,3,chemical
R4AL,vBWML21,8,chemical
R4AL,hyp,28,chemical
R4AL,R1AL,5,chemical
R4AL,R1BL,1,chemical
R4AL,R2AL,12,chemical
R4AL,R2BL,1,chemical
R4AL,R3AL,1,chemical
R4AL,R3AR,2,chemical
R4AL,R3BR,3,chemical
R4AL,R4AL,23,chemical
R4AL,R4AR,80,chemical
R4AL,R5AL,11,chemical
R4AL,R5AR,15,chemical
R4AL,R6AL,27,chemical
R4AL,R6AR,5,chemical
R4AL,R7AL,2,chemical
R4AL,R7BL,9,chemical
R4AL,PVV,4,chemical
R4AL,dglL7,7,chemical
R4AL,cdlL,6,chemical
R4AL,polL,14,chemical
R4AR,AVFR,2,chemical
R4AR,AS11,3,chemical
R4AR,dBWML24,1,chemical
R4AR,vBWMR22,2,chemical
R4AR,hyp,8,chemical
R4AR,R1AR,19,chemical
R4AR,R1BR,1,chemical
R4AR,R2AR,2,chemical
R4AR,R3AL,6,chemical
R4AR,R3AR,1,chemical
R4AR,R4AL,91,chemical
R4AR,R4AR,21,chemical
R4AR,R5AR,13,chemical
R4AR,R5BR,2,chemical
R4AR,R6AR,26,chemical
R4AR,R7BL,7,chemical
R4AR,HOB,1,chemical
R4AR,PVV,3,chemical
R4AR,PDC,3,chemical
R4AR,CA04,21,chemical
R4AR,dglR8,10,chemical
R4AR,cdlR,1,chemical
R4AR,polR,11,chemical
R4BL,PVNL,3,chemical
R4BL,LUAL,19,chemical
R4BL,LUAR,20,chemical
R4BL,PDB,6,chemical
R4BL,R1AL,3,chemical
R4BL,R2BL,1,chemical
R4BL,R2BR,5,chemical
R4BL,R3AL,17,chemical
R4BL,R4AL,6,chemical
R4BL,R4BR,1,chemical
R4BL,R5BL,2,chemical
R4BL,R6BL,1,chemical
R4BL,R7AR,1,chemical
R4BL,R7BL,4,chemical
R4BL,R7BR,2,chemical
R4BL,R8AL,6,chemical
R4BL,R8BL,10,chemical
R4BL,R8BR,7,chemical
R4BL,R9BL,3,chemical
R4BL,PVY,14,chemical
R4BL,EF1,18,chemical
R4BL,EF2,2,chemical
R4BL,EF3,5,chemical
R4BL,CP02,4,chemical
R4BL,CP03,4,chemical
R4BR,PVNR,4,chemical
R4BR,LUAL,19,chemical
R4BR,LUAR,12,chemical
R4BR,AS11,21,chemical
R4BR,PDB,4,chemical
R4BR,R2BL,18,chemical
R4BR,R2BR,20,chemical
R4BR,R3AR,21,chemical
R4BR,R4AR,1,chemical
R4BR,R4BL,2,chemical
R4BR,R4BR,3,chemical
R4BR,R6AR,34,chemical
R4BR,R7AR,1,chemical
R4BR,R7BR,1,chemical
R4BR,R8BL,12,chemical
R4BR,R8BR,17,chemical
R4BR,R9BL,3,chemical
R4BR,SPVL,2,chemical
R4BR,PVY,7,chemical
R4BR,EF1,20,chemical
R4BR,EF2,15,chemical
R4BR,EF3,11,chemical
R4BR,CP03,5,chemical
R5AL,PDB,3,chemical
R5AL,vBWML21,2,chemical
R5AL,vBWML22,1,chemical
R5AL,R3AL,2,chemical
R5AL,R4AL,17,chemical
R5AL,R4AR,18,chemical
R5AL,R5AR,3,chemical
R5AL,R5BL,6,chemical
R5AL,R6AL,5,chemical
R5AL,R7AL,1,chemical
R5AL,PVV,3,chemical
R5AL,PDC,8,chemical
R5AL,cdlL,3,chemical
R5AL,polL,3,chemical
R5AR,AVKL,3,chemical
R5AR,PDB,1,chemical
R5AR,VD12,1,chemical
R5AR,vBWMR22,2,chemical
R5AR,vBWMR24,2,chemical
R5AR,R3AL,2,chemical
R5AR,R3AR,3,chemical
R5AR,R4AL,13,chemical
R5AR,R4AR,15,chemical
R5AR,R5AL,12,chemical
R5AR,R5BR,3,chemical
R5AR,R6AR,6,chemical
R5AR,PVV,4,chemical
R5AR,PDC,6,chemical
R5AR,CP07,2,chemical
R5AR,cdlR,1,chemical
R5BL,AVKR,1,chemical
R5BL,LUAL,1,chemical
R5BL,dBWML22,3,chemical
R5BL,dBWML23,5,chemical
R5BL,vBWML21,1,chemical
R5BL,vBWML22,1,chemical
R5BL,hyp,1,chemical
R5BL,R2AL,2,chemical
R5BL,R3AL,3,chemical
R5BL,R3BL,1,chemical
R5BL,R4AL,1,chemical
R5BL,R4BL,3,chemical
R5BL,R4BR,1,chemical
R5BL,R5AL,5,chemical
R5BL,R6AL,2,chemical
R5BL,R7AL,13,chemical
R5BL,R7BL,1,chemical
R5BL,CA04,1,chemical
R5BL,dglL6,1,chemical
R5BL,dglL7,1,chemical
R5BL,cdlL,9,chemical
R5BL,polL,1,chemical
R5BR,PHAL,4,chemical
R5BR,PHAR,1,chemical
R5BR,PHCL,2,chemical
R5BR,AVFL,5,chemical
R5BR,AVFR,22,chemical
R5BR,AVG,5,chemical
R5BR,PVNR,8,chemical
R5BR,PVCL,12,chemical
R5BR,AVAR,1,chemical
R5BR,AS11,2,chemical
R5BR,vBWMR22,3,chemical
R5BR,vBWMR24,4,chemical
R5BR,hyp,10,chemical
R5BR,R1BR,16,chemical
R5BR,R2AR,5,chemical
R5BR,R3AR,4,chemical
R5BR,R3BR,8,chemical
R5BR,R4AR,3,chemical
R5BR,R5AR,3,chemical
R5BR,R6AR,2,chemical
R5BR,R7AR,3,chemical
R5BR,R7BL,3,chemical
R5BR,R7BR,32,chemical
R5BR,R9AR,2,chemical
R5BR,R9BR,4,chemical
R5BR,HOB,1,chemical
R5BR,PVV,43,chemical
R5BR,PVY,5,chemical
R5BR,EF2,4,chemical
R5BR,EF3,3,chemical
R5BR,PDC,13,chemical
R5BR,cdlR,10,chemical
R6AL,PDB,3,chemical
R6AL,R3AL,1,chemical
R6AL,R5AL,18,chemical
R6AL,R5BL,3,chemical
R6AL,R6AL,5,chemical
R6AL,R6AR,2,chemical
R6AL,R7AL,28,chemical
R6AL,R7AR,15,chemical
R6AL,PVV,17,chemical
R6AL,PDC,3,chemical
R6AL,CP07,5,chemical
R6AL,CP08,5,chemical
R6AL,CP09,1,chemical
R6AL,dglL5,4,chemical
R6AL,cdlL,3,chemical
R6AL,ailL,3,chemical
R6AL,polL,1,chemical
R6AR,PLMR,1,chemical
R6AR,PLNR,1,chemical
R6AR,AS11,3,chemical
R6AR,PDB,6,chemical
R6AR,R5AR,20,chemical
R6AR,R5BR,3,chemical
R6AR,R6AR,1,chemical
R6AR,R7AL,4,chemical
R6AR,R7AR,44,chemical
R6AR,R7BL,6,chemical
R6AR,PVV,26,chemical
R6AR,PVX,17,chemical
R6AR,EF2,4,chemical
R6AR,PDC,1,chemical
R6AR,CP07,4,chemical
R6AR,CP08,34,chemical
R6AR,CP09,10,chemical
R6AR,dglR8,2,chemical
R6BL,R1BL,13,chemical
R6BL,R3AL,3,chemical
R6BL,R3BL,46,chemical
R6BL,R5AL,2,chemical
R6BL,R5BR,1,chemical
R6BL,R7BL,5,chemical
R6BL,R7BR,2,chemical
R6BL,R9AR,2,chemical
R6BL,EF2,7,chemical
R6BL,EF3,40,chemical
R6BR,PHBR,1,chemical
R6BR,AVFL,2,chemical
R6BR,R1BR,14,chemical
R6BR,R3BL,22,chemical
R6BR,R3BR,2,chemical
R6BR,R9BL,72,chemical
R6BR,EF1,24,chemical
R6BR,EF2,39,chemical
R6BR,EF3,10,chemical
R7AL,AVFR,3,chemical
R7AL,LUAR,1,chemical
R7AL,PDB,1,chemical
R7AL,dBWML23,1,chemical
R7AL,vBWML21,1,chemical
R7AL,hyp,2,chemical
R7AL,R2BR,3,chemical
R7AL,R3AL,4,chemical
R7AL,R4BL,6,chemical
R7AL,R5BL,6,chemical
R7AL,R6AL,9,chemical
R7AL,R6AR,5,chemical
R7AL,R7AL,3,chemical
R7AL,R7AR,8,chemical
R7AL,R7BL,5,chemical
R7AL,R7BR,5,chemical
R7AL,PVV,16,chemical
R7AL,PVX,2,chemical
R7AL,EF2,5,chemical
R7AL,PDC,9,chemical
R7AL,PGA,8,chemical
R7AL,CA04,4,chemical
R7AL,CA05,6,chemical
R7AL,CP07,3,chemical
R7AL,CP08,4,chemical
R7AL,CP09,3,chemical
R7AL,grtL,14,chemical
R7AL,cdlL,2,chemical
R7AL,polL,2,chemical
R7AR,LUAL,2,chemical
R7AR,PDB,15,chemical
R7AR,VB09,2,chemical
R7AR,VB10,2,chemical
R7AR,hyp,6,chemical
R7AR,R2BR,8,chemical
R7AR,R4AR,2,chemical
R7AR,R4BR,14,chemical
R7AR,R5BR,5,chemical
R7AR,R6AL,18,chemical
R7AR,R6AR,26,chemical
R7AR,R6BR,1,chemical
R7AR,R7AL,11,chemical
R7AR,R7AR,2,chemical
R7AR,R7BR,8,chemical
R7AR,R8BL,2,chemical
R7AR,R9AR,6,chemical
R7AR,R9BL,4,chemical
R7AR,R9BR,2,chemical
R7AR,PVV,24,chemical
R7AR,PVY,2,chemical
R7AR,PDC,24,chemical
R7AR,PGA,15,chemical
R7AR,CA04,11,chemical
R7AR,CA05,10,chemical
R7AR,CP08,6,chemical
R7AR,CP09,6,chemical
R7BL,PQR,3,chemical
R7BL,PHAL,1,chemical
R7BL,AVFL,11,chemical
R7BL,AVFR,6,chemical
R7BL,PVNL,5,chemical
R7BL,PDB,19,chemical
R7BL,dBWML23,9,chemical
R7BL,hyp,4,chemical
R7BL,R1AL,2,chemical
R7BL,R1BR,13,chemical
R7BL,R2BR,2,chemical
R7BL,R3AL,1,chemical
R7BL,R3BL,1,chemical
R7BL,R4AL,7,chemical
R7BL,R4BL,12,chemical
R7BL,R5BL,7,chemical
R7BL,R5BR,8,chemical
R7BL,R6AL,14,chemical
R7BL,R6AR,5,chemical
R7BL,R6BL,8,chemical
R7BL,R7AL,17,chemical
R7BL,R7AR,2,chemical
R7BL,R7BL,8,chemical
R7BL,R7BR,40,chemical
R7BL,R9BR,2,chemical
R7BL,PVV,48,chemical
R7BL,PVX,6,chemical
R7BL,PVY,5,chemical
R7BL,EF2,3,chemical
R7BL,EF3,3,chemical
R7BL,PDC,34,chemical
R7BL,PGA,2,chemical
R7BL,CA05,15,chemical
R7BL,CP07,1,chemical
R7BL,CP08,2,chemical
R7BL,CP09,11,chemical
R7BL,dglL7,2,chemical
R7BL,cdlL,2,chemical
R7BL,ailL,2,chemical
R7BL,polL,2,chemical
R7BR,PLNR,1,chemical
R7BR,PHAL,2,chemical
R7BR,AVFL,14,chemical
R7BR,AVFR,5,chemical
R7BR,AVG,6,chemical
R7BR,PVNR,10,chemical
R7BR,PVWR,7,chemical
R7BR,AS11,4,chemical
R7BR,PDB,13,chemical
R7BR,dBWMR24,1,chemical
R7BR,hyp,4,chemical
R7BR,R1BR,21,chemical
R7BR,R2BR,1,chemical
R7BR,R3AR,3,chemical
R7BR,R3BL,3,chemical
R7BR,R4BR,2,chemical
R7BR,R5BR,10,chemical
R7BR,R6AR,4,chemical
R7BR,R6BL,6,chemical
R7BR,R7AL,5,chemical
R7BR,R7AR,3,chemical
R7BR,R7BL,33,chemical
R7BR,R7BR,28,chemical
R7BR,R9AL,6,chemical
R7BR,R9BR,8,chemical
R7BR,PCBR,8,chemical
R7BR,PVV,86,chemical
R7BR,PVY,5,chemical
R7BR,EF1,2,chemical
R7BR,EF2,19,chemical
R7BR,EF3,4,chemical
R7BR,PDC,90,chemical
R7BR,PGA,5,chemical
R7BR,CA04,3,chemical
R7BR,dglR8,7,chemical
R7BR,cdlR,2,chemical
R7BR,polR,1,chemical
R8AL,LUAL,47,chemical
R8AL,LUAR,14,chemical
R8AL,R2BL,6,chemical
R8AL,R4BL,2,chemical
R8AL,R8BL,2,chemical
R8AL,HOA,1,chemical
R8AL,PCAL,24,chemical
R8AL,PCAR,13,chemical
R8AL,PVX,21,chemical
R8AL,PVY,1,chemical
R8AL,EF2,1,chemical
R8AL,EF3,1,chemical
R8AL,PGA,3,chemical
R8AL,CP02,1,chemical
R8AL,CP09,1,chemical
R8AR,PVNR,10,chemical
R8AR,LUAR,61,chemical
R8AR,R8AL,2,chemical
R8AR,R9AR,1,chemical
R8AR,PCAL,7,chemical
R8AR,PCAR,20,chemical
R8AR,PCBR,3,chemical
R8AR,PVV,2,chemical
R8AR,PVX,12,chemical
R8AR,CP04,2,chemical
R8BL,PVNL,29,chemical
R8BL,LUAL,33,chemical
R8BL,LUAR,4,chemical
R8BL,PDB,16,chemical
R8BL,R2BL,1,chemical
R8BL,R2BR,1,chemical
R8BL,R4BL,11,chemical
R8BL,R4BR,19,chemical
R8BL,R5BR,1,chemical
R8BL,R7BL,1,chemical
R8BL,R8AL,5,chemical
R8BL,R8BL,18,chemical
R8BL,R8BR,8,chemical
R8BL,R9AR,5,chemical
R8BL,R9BL,2,chemical
R8BL,PVV,2,chemical
R8BL,PVX,2,chemical
R8BL,PVY,11,chemical
R8BL,DX3,2,chemical
R8BL,EF1,17,chemical
R8BL,EF3,75,chemical
R8BL,PGA,12,chemical
R8BL,CP01,3,chemical
R8BL,CP08,3,chemical
R8BL,CP09,2,chemical
R8BR,PVNL,19,chemical
R8BR,PVNR,35,chemical
R8BR,LUAL,7,chemical
R8BR,LUAR,58,chemical
R8BR,DD06,1,chemical
R8BR,dBWMR24,1,chemical
R8BR,R2AR,1,chemical
R8BR,R2BL,13,chemical
R8BR,R2BR,9,chemical
R8BR,R4BL,4,chemical
R8BR,R4BR,10,chemical
R8BR,R7BL,11,chemical
R8BR,R7BR,2,chemical
R8BR,R8AL,2,chemical
R8BR,R8AR,9,chemical
R8BR,R8BL,19,chemical
R8BR,R8BR,17,chemical
R8BR,R9AL,1,chemical
R8BR,R9AR,4,chemical
R8BR,R9BL,7,chemical
R8BR,PCAR,1,chemical
R8BR,PCCR,4,chemical
R8BR,SPDR,2,chemical
R8BR,SPVR,2,chemical
R8BR,PVV,11,chemical
R8BR,PVX,7,chemical
R8BR,PVZ,1,chemical
R8BR,EF1,108,chemical
R8BR,EF2,28,chemical
R8BR,EF3,21,chemical
R8BR,CA04,1,chemical
R8BR,CP08,3,chemical
R9AL,AVFR,9,chemical
R9AL,PVNL,2,chemical
R9AL,PVCL,3,chemical
R9AL,LUAL,26,chemical
R9AL,PDB,6,chemical
R9AL,R2BL,4,chemical
R9AL,R4BL,2,chemical
R9AL,R7BL,2,chemical
R9AL,R8AL,6,chemical
R9AL,R8BL,10,chemical
R9AL,R9BL,9,chemical
R9AL,HOA,1,chemical
R9AL,HOB,7,chemical
R9AL,PCAL,21,chemical
R9AL,PVV,13,chemical
R9AL,PVX,13,chemical
R9AL,PVY,11,chemical
R9AL,DVF,7,chemical
R9AL,DX1,4,chemical
R9AL,DX3,10,chemical
R9AL,EF1,1,chemical
R9AL,EF3,19,chemical
